1709535600000,42.55000000,43.08000000,42.46000000,42.96000000,158242.10000000,1709539199999,6771695.17840000,9140,73637.55000000,3151306.60470000,0
1709539200000,42.97000000,43.70000000,42.97000000,43.42000000,333001.00000000,1709542799999,14455907.87980000,19054,159334.14000000,6916136.77430000,0
1709542800000,43.43000000,43.80000000,42.96000000,43.75000000,261677.16000000,1709546399999,11347589.38400000,16612,127463.52000000,5531699.97630000,0
1709546400000,43.76000000,43.99000000,42.86000000,43.04000000,312848.83000000,1709549999999,13600576.98400000,20864,133193.37000000,5790979.79880000,0
1709550000000,43.04000000,43.68000000,42.71000000,43.59000000,223681.18000000,1709553599999,9675215.75910000,13783,110477.95000000,4781072.68220000,0
1709553600000,43.59000000,43.80000000,43.30000000,43.73000000,133227.50000000,1709557199999,5811683.33820000,8920,63994.17000000,2791893.63920000,0
1709557200000,43.73000000,43.85000000,42.79000000,42.89000000,170096.30000000,1709560799999,7378836.97610000,11910,81267.60000000,3526444.70890000,0
1709560800000,42.89000000,43.92000000,42.46000000,43.56000000,332549.77000000,1709564399999,14405509.92490000,23689,157184.22000000,6807783.37990000,0
1709564400000,43.55000000,43.70000000,43.28000000,43.51000000,182246.36000000,1709567999999,7922974.39120000,11440,87329.17000000,3796610.94360000,0
1709568000000,43.50000000,43.63000000,42.67000000,42.74000000,268682.91000000,1709571599999,11585075.93080000,15390,123243.09000000,5315993.31970000,0
1709571600000,42.74000000,43.04000000,41.75000000,41.85000000,445490.21000000,1709575199999,18909534.24230000,28878,221272.59000000,9399735.84950000,0
1709575200000,41.85000000,42.49000000,41.42000000,42.43000000,370140.24000000,1709578799999,15535482.13990000,22411,198906.67000000,8352380.79040000,0
1709578800000,42.43000000,42.67000000,42.07000000,42.55000000,201521.34000000,1709582399999,8540370.30520000,10870,107824.12000000,4569686.72510000,0
1709582400000,42.56000000,42.65000000,42.12000000,42.25000000,118778.80000000,1709585999999,5030877.27370000,8165,61536.69000000,2606142.17640000,0
1709586000000,42.24000000,42.48000000,41.87000000,42.44000000,154625.19000000,1709589599999,6528283.71220000,8844,87988.38000000,3714885.36060000,0
1709589600000,42.43000000,42.92000000,42.19000000,42.84000000,108558.09000000,1709593199999,4612629.59900000,7150,67847.35000000,2884323.27750000,0
1709593200000,42.84000000,43.09000000,42.57000000,43.08000000,188057.42000000,1709596799999,8061395.49460000,9958,112982.08000000,4843739.15750000,0
1709596800000,43.09000000,43.14000000,42.21000000,42.23000000,243260.40000000,1709600399999,10381459.28100000,14047,101325.41000000,4325300.88640000,0
1709600400000,42.23000000,42.54000000,42.06000000,42.51000000,212906.42000000,1709603999999,9017787.59380000,11841,115399.73000000,4886664.61020000,0
1709604000000,42.51000000,42.55000000,41.78000000,42.06000000,191472.08000000,1709607599999,8072855.67440000,13866,99081.01000000,4177465.03740000,0
1709607600000,42.05000000,42.15000000,41.73000000,42.04000000,92763.16000000,1709611199999,3891404.79440000,5917,45287.97000000,1900460.80670000,0
1709611200000,42.04000000,43.03000000,41.79000000,42.22000000,293017.07000000,1709614799999,12450330.85240000,21881,140344.76000000,5963814.04160000,0
1709614800000,42.22000000,43.10000000,41.20000000,43.08000000,398823.21000000,1709618399999,16866710.82070000,29953,180569.03000000,7637883.19660000,0
1709618400000,43.09000000,43.30000000,42.66000000,43.29000000,272249.24000000,1709621999999,11711300.74700000,14399,134079.31000000,5769059.06510000,0
1709622000000,43.29000000,43.34000000,42.48000000,42.50000000,194187.29000000,1709625599999,8336109.70720000,14220,94803.30000000,4071301.36150000,0
1709625600000,42.50000000,43.39000000,42.06000000,43.19000000,227227.14000000,1709629199999,9723418.62990000,17370,118269.17000000,5062671.08020000,0
1709629200000,43.19000000,43.30000000,42.86000000,43.23000000,125733.61000000,1709632799999,5418162.76440000,8899,61802.39000000,2663048.77640000,0
1709632800000,43.22000000,43.27000000,42.89000000,42.98000000,161713.63000000,1709636399999,6973149.71900000,9674,80809.24000000,3485042.31780000,0
1709636400000,42.99000000,43.09000000,42.70000000,42.74000000,81675.88000000,1709639999999,3501493.85660000,7503,37887.17000000,1624173.08820000,0
1709640000000,42.75000000,43.09000000,42.75000000,42.90000000,88033.50000000,1709643599999,3781031.81860000,6425,44799.28000000,1924169.76030000,0
1709643600000,42.91000000,43.10000000,42.72000000,42.93000000,137525.10000000,1709647199999,5906686.03340000,9676,68601.06000000,2946699.62250000,0
1709647200000,42.93000000,43.62000000,42.23000000,43.16000000,330263.53000000,1709650799999,14188237.89100000,25633,178722.27000000,7678728.87260000,0
1709650800000,43.17000000,45.18000000,41.91000000,44.12000000,1327277.15000000,1709654399999,58080552.62780000,95347,696357.49000000,30489658.77660000,0
1709654400000,44.11000000,44.50000000,41.29000000,42.40000000,1189345.71000000,1709657999999,50458379.20730000,77365,573435.75000000,24323319.87750000,0
1709658000000,42.41000000,42.65000000,40.98000000,42.59000000,530419.77000000,1709661599999,22154069.75950000,34202,271833.99000000,11362678.52180000,0
1709661600000,42.58000000,42.58000000,41.27000000,41.39000000,274313.89000000,1709665199999,11490463.35610000,18593,133043.09000000,5571734.34490000,0
1709665200000,41.39000000,41.70000000,34.83000000,37.58000000,1134014.04000000,1709668799999,44329026.90810000,77000,505120.53000000,19830430.62020000,0
1709668800000,37.62000000,38.40000000,36.54000000,37.51000000,1070160.91000000,1709672399999,40439762.93670000,77501,548503.52000000,20734470.83540000,0
1709672400000,37.50000000,38.97000000,37.46000000,38.70000000,521908.55000000,1709675999999,20113260.59260000,29961,286669.61000000,11045223.68810000,0
1709676000000,38.69000000,38.80000000,38.04000000,38.79000000,255688.75000000,1709679599999,9839197.13810000,13950,114148.26000000,4392412.47280000,0
1709679600000,38.79000000,39.71000000,38.68000000,39.43000000,166559.58000000,1709683199999,6537635.95560000,11011,94285.54000000,3699922.68060000,0
1709683200000,39.42000000,39.55000000,38.87000000,38.92000000,151855.90000000,1709686799999,5964590.54940000,10326,70093.15000000,2754185.05350000,0
1709686800000,38.92000000,39.28000000,38.52000000,38.61000000,146200.19000000,1709690399999,5670792.92450000,10786,57728.60000000,2240180.43850000,0
